Sum Sq	Df	F value	p_value	Effect	Module	FDR
17.8584865083972	1	0.735748654168791	0.395473355128096	Cultivar	M1	0.49434169391012
82265.5361694691	2	1694.62169968045	8.24911410491933e-44	Stage	M1	8.24911410491933e-43
350.089081247119	2	7.21162933504028	0.00188683894142234	Year	M1	0.00314473156903724
207.518888908942	2	4.2747671578318	0.0198260427496496	Cultivar:Stage	M1	0.0396520854992993
43.5680649466273	1	32.4060177101919	8.34478796394092e-07	Cultivar	M10	2.78159598798031e-06
1419.87168003283	2	528.051760684242	1.87204014689389e-32	Stage	M10	9.36020073446944e-32
6.37014969279565	2	2.36906532358272	0.104890823105169	Year	M10	0.116545359005744
27.5222289978032	2	10.2355457078408	0.000210317546037777	Cultivar:Stage	M10	0.00105158773018888
5907.80825370372	1	295.934417814954	1.15059989058763e-21	Cultivar	M2	1.15059989058763e-20
411.286104842223	2	10.3010887257181	0.000201000105557725	Stage	M2	0.000287143007939607
253.673055188531	2	6.35350579087393	0.00366067130523574	Year	M2	0.00522953043605106
222.109015557711	2	5.56295155393005	0.00685913441106727	Cultivar:Stage	M2	0.0195129128379966
98.9675564862865	1	8.50005721550364	0.0054713556863125	Cultivar	M3	0.0136783892157812
131.886061263749	2	5.66366952196411	0.00632570747725611	Stage	M3	0.0070285638636179
3743.36045986349	2	160.753580348842	1.74709532558304e-21	Year	M3	1.74709532558304e-20
125.814781665157	2	5.40294658511713	0.00780516513519865	Cultivar:Stage	M3	0.0195129128379966
13.0256320821926	1	2.79423642041073	0.101394039018732	Cultivar	M4	0.144848627169618
4153.99530758687	2	445.554000966404	7.80311959673498e-31	Stage	M4	2.60103986557833e-30
3.27874769068865	2	0.351675686555921	0.705383129102	Year	M4	0.705383129102
2.1428007887944	2	0.22983498873424	0.795571757059785	Cultivar:Stage	M4	0.883968618955317
876.424650418721	1	241.483664088947	6.30497565845922e-20	Cultivar	M5	3.15248782922961e-19
2114.74956257818	2	291.341345064801	7.57714439076695e-27	Stage	M5	1.89428609769174e-26
66.2581571170016	2	9.1281449858527	0.000458532639883738	Year	M5	0.00114633159970934
1385.87017230407	2	190.926286132914	5.2925472036331e-23	Cultivar:Stage	M5	5.2925472036331e-22
95.5073073879063	1	5.80264174704249	0.0200641686480958	Cultivar	M6	0.0401283372961916
1492.87470192629	2	45.3505459708835	1.32030572037994e-11	Stage	M6	2.64061144075988e-11
243.55312708251	2	7.39865661321467	0.00163715282779712	Year	M6	0.00314473156903724
98.3768348762413	2	2.98849137624765	0.0602248362990571	Cultivar:Stage	M6	0.100374727165095
77.1618590437544	1	4.29178029916775	0.0439316212350028	Cultivar	M7	0.0732193687250046
911.066416215014	2	25.3369795958892	3.81339253249073e-08	Stage	M7	6.35565422081788e-08
350.673277137991	2	9.75230950184863	0.000294561412694768	Year	M7	0.000981871375649228
35.6822016931866	2	0.992330745756855	0.378507173026202	Cultivar:Stage	M7	0.540724532894575
10.3981492049552	1	0.499495788618065	0.483286620068836	Cultivar	M8	0.536985133409818
384.571524315629	2	9.23682921988396	0.000424264704225118	Stage	M8	0.000530330880281397
459.114868277371	2	11.0272481513922	0.000122383586920493	Year	M8	0.000611917934602466
1.14533692078953	2	0.0275092690635044	0.972881657245775	Cultivar:Stage	M8	0.972881657245775
4.84176964720041	1	0.18907036868338	0.665724644321124	Cultivar	M9	0.665724644321124
126.679037398997	2	2.4733985764206	0.0954424845516072	Stage	M9	0.0954424845516072
230.515955775553	2	4.50080651514331	0.0163981677796791	Year	M9	0.0204977097245988
41.1615361928043	2	0.80367586550175	0.45386593499723	Cultivar:Stage	M9	0.567332418746538
